Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR22213051	Infant gut metagenome	Illumina MiSeq	4065	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213051/SRR22213051.sra	SRR22213051.sra	SRR22213051_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/051/SRR22213051/SRR22213051_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/051/SRR22213051/SRR22213051_1.fastq.gz	SRR22213051_1.fastq.gz	SRR22213051_Infant_gut_metagenome_1.fastq.gz
SRR22213051	Infant gut metagenome	Illumina MiSeq	4065	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213051/SRR22213051.sra	SRR22213051.sra	SRR22213051_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/051/SRR22213051/SRR22213051_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/051/SRR22213051/SRR22213051_2.fastq.gz	SRR22213051_2.fastq.gz	SRR22213051_Infant_gut_metagenome_2.fastq.gz
SRR22213049	Infant gut metagenome	Illumina MiSeq	4978	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213049/SRR22213049.sra	SRR22213049.sra	SRR22213049_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/049/SRR22213049/SRR22213049_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/049/SRR22213049/SRR22213049_1.fastq.gz	SRR22213049_1.fastq.gz	SRR22213049_Infant_gut_metagenome_1.fastq.gz
SRR22213049	Infant gut metagenome	Illumina MiSeq	4978	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213049/SRR22213049.sra	SRR22213049.sra	SRR22213049_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/049/SRR22213049/SRR22213049_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/049/SRR22213049/SRR22213049_2.fastq.gz	SRR22213049_2.fastq.gz	SRR22213049_Infant_gut_metagenome_2.fastq.gz
SRR22213046	Infant gut metagenome	Illumina MiSeq	4945	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213046/SRR22213046.sra	SRR22213046.sra	SRR22213046_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/046/SRR22213046/SRR22213046_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/046/SRR22213046/SRR22213046_1.fastq.gz	SRR22213046_1.fastq.gz	SRR22213046_Infant_gut_metagenome_1.fastq.gz
SRR22213046	Infant gut metagenome	Illumina MiSeq	4945	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213046/SRR22213046.sra	SRR22213046.sra	SRR22213046_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/046/SRR22213046/SRR22213046_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/046/SRR22213046/SRR22213046_2.fastq.gz	SRR22213046_2.fastq.gz	SRR22213046_Infant_gut_metagenome_2.fastq.gz
SRR22213044	Infant gut metagenome	Illumina MiSeq	107678	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213044/SRR22213044.sra	SRR22213044.sra	SRR22213044_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/044/SRR22213044/SRR22213044_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/044/SRR22213044/SRR22213044_1.fastq.gz	SRR22213044_1.fastq.gz	SRR22213044_Infant_gut_metagenome_1.fastq.gz
SRR22213044	Infant gut metagenome	Illumina MiSeq	107678	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213044/SRR22213044.sra	SRR22213044.sra	SRR22213044_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/044/SRR22213044/SRR22213044_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/044/SRR22213044/SRR22213044_2.fastq.gz	SRR22213044_2.fastq.gz	SRR22213044_Infant_gut_metagenome_2.fastq.gz
SRR22213043	Infant gut metagenome	Illumina MiSeq	5849	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213043/SRR22213043.sra	SRR22213043.sra	SRR22213043_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/043/SRR22213043/SRR22213043_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/043/SRR22213043/SRR22213043_1.fastq.gz	SRR22213043_1.fastq.gz	SRR22213043_Infant_gut_metagenome_1.fastq.gz
SRR22213043	Infant gut metagenome	Illumina MiSeq	5849	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213043/SRR22213043.sra	SRR22213043.sra	SRR22213043_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/043/SRR22213043/SRR22213043_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/043/SRR22213043/SRR22213043_2.fastq.gz	SRR22213043_2.fastq.gz	SRR22213043_Infant_gut_metagenome_2.fastq.gz
SRR22213040	Infant gut metagenome	Illumina MiSeq	4886	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213040/SRR22213040.sra	SRR22213040.sra	SRR22213040_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/040/SRR22213040/SRR22213040_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/040/SRR22213040/SRR22213040_1.fastq.gz	SRR22213040_1.fastq.gz	SRR22213040_Infant_gut_metagenome_1.fastq.gz
SRR22213040	Infant gut metagenome	Illumina MiSeq	4886	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213040/SRR22213040.sra	SRR22213040.sra	SRR22213040_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/040/SRR22213040/SRR22213040_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/040/SRR22213040/SRR22213040_2.fastq.gz	SRR22213040_2.fastq.gz	SRR22213040_Infant_gut_metagenome_2.fastq.gz
SRR22213038	Infant gut metagenome	Illumina MiSeq	1489	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213038/SRR22213038.sra	SRR22213038.sra	SRR22213038_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/038/SRR22213038/SRR22213038_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/038/SRR22213038/SRR22213038_1.fastq.gz	SRR22213038_1.fastq.gz	SRR22213038_Infant_gut_metagenome_1.fastq.gz
SRR22213038	Infant gut metagenome	Illumina MiSeq	1489	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213038/SRR22213038.sra	SRR22213038.sra	SRR22213038_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/038/SRR22213038/SRR22213038_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/038/SRR22213038/SRR22213038_2.fastq.gz	SRR22213038_2.fastq.gz	SRR22213038_Infant_gut_metagenome_2.fastq.gz
SRR22213037	Infant gut metagenome	Illumina MiSeq	7599	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213037/SRR22213037.sra	SRR22213037.sra	SRR22213037_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/037/SRR22213037/SRR22213037_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/037/SRR22213037/SRR22213037_1.fastq.gz	SRR22213037_1.fastq.gz	SRR22213037_Infant_gut_metagenome_1.fastq.gz
SRR22213037	Infant gut metagenome	Illumina MiSeq	7599	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213037/SRR22213037.sra	SRR22213037.sra	SRR22213037_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/037/SRR22213037/SRR22213037_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/037/SRR22213037/SRR22213037_2.fastq.gz	SRR22213037_2.fastq.gz	SRR22213037_Infant_gut_metagenome_2.fastq.gz
SRR22213034	Infant gut metagenome	Illumina MiSeq	3791	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213034/SRR22213034.sra	SRR22213034.sra	SRR22213034_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/034/SRR22213034/SRR22213034_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/034/SRR22213034/SRR22213034_1.fastq.gz	SRR22213034_1.fastq.gz	SRR22213034_Infant_gut_metagenome_1.fastq.gz
SRR22213034	Infant gut metagenome	Illumina MiSeq	3791	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213034/SRR22213034.sra	SRR22213034.sra	SRR22213034_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/034/SRR22213034/SRR22213034_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/034/SRR22213034/SRR22213034_2.fastq.gz	SRR22213034_2.fastq.gz	SRR22213034_Infant_gut_metagenome_2.fastq.gz
SRR22213035	Infant gut metagenome	Illumina MiSeq	126475	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213035/SRR22213035.sra	SRR22213035.sra	SRR22213035_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/035/SRR22213035/SRR22213035_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/035/SRR22213035/SRR22213035_1.fastq.gz	SRR22213035_1.fastq.gz	SRR22213035_Infant_gut_metagenome_1.fastq.gz
SRR22213035	Infant gut metagenome	Illumina MiSeq	126475	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213035/SRR22213035.sra	SRR22213035.sra	SRR22213035_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/035/SRR22213035/SRR22213035_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/035/SRR22213035/SRR22213035_2.fastq.gz	SRR22213035_2.fastq.gz	SRR22213035_Infant_gut_metagenome_2.fastq.gz
SRR22213032	Infant gut metagenome	Illumina MiSeq	3484	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213032/SRR22213032.sra	SRR22213032.sra	SRR22213032_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/032/SRR22213032/SRR22213032_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/032/SRR22213032/SRR22213032_1.fastq.gz	SRR22213032_1.fastq.gz	SRR22213032_Infant_gut_metagenome_1.fastq.gz
SRR22213032	Infant gut metagenome	Illumina MiSeq	3484	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213032/SRR22213032.sra	SRR22213032.sra	SRR22213032_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/032/SRR22213032/SRR22213032_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/032/SRR22213032/SRR22213032_2.fastq.gz	SRR22213032_2.fastq.gz	SRR22213032_Infant_gut_metagenome_2.fastq.gz
SRR22213030	Infant gut metagenome	Illumina MiSeq	5477	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213030/SRR22213030.sra	SRR22213030.sra	SRR22213030_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/030/SRR22213030/SRR22213030_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/030/SRR22213030/SRR22213030_1.fastq.gz	SRR22213030_1.fastq.gz	SRR22213030_Infant_gut_metagenome_1.fastq.gz
SRR22213030	Infant gut metagenome	Illumina MiSeq	5477	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213030/SRR22213030.sra	SRR22213030.sra	SRR22213030_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/030/SRR22213030/SRR22213030_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/030/SRR22213030/SRR22213030_2.fastq.gz	SRR22213030_2.fastq.gz	SRR22213030_Infant_gut_metagenome_2.fastq.gz
SRR22213025	Infant gut metagenome	Illumina MiSeq	3305	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213025/SRR22213025.sra	SRR22213025.sra	SRR22213025_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/025/SRR22213025/SRR22213025_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/025/SRR22213025/SRR22213025_1.fastq.gz	SRR22213025_1.fastq.gz	SRR22213025_Infant_gut_metagenome_1.fastq.gz
SRR22213025	Infant gut metagenome	Illumina MiSeq	3305	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213025/SRR22213025.sra	SRR22213025.sra	SRR22213025_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/025/SRR22213025/SRR22213025_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/025/SRR22213025/SRR22213025_2.fastq.gz	SRR22213025_2.fastq.gz	SRR22213025_Infant_gut_metagenome_2.fastq.gz
SRR22213022	Infant gut metagenome	Illumina MiSeq	3885	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213022/SRR22213022.sra	SRR22213022.sra	SRR22213022_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/022/SRR22213022/SRR22213022_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/022/SRR22213022/SRR22213022_1.fastq.gz	SRR22213022_1.fastq.gz	SRR22213022_Infant_gut_metagenome_1.fastq.gz
SRR22213022	Infant gut metagenome	Illumina MiSeq	3885	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213022/SRR22213022.sra	SRR22213022.sra	SRR22213022_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/022/SRR22213022/SRR22213022_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/022/SRR22213022/SRR22213022_2.fastq.gz	SRR22213022_2.fastq.gz	SRR22213022_Infant_gut_metagenome_2.fastq.gz
SRR22213021	Infant gut metagenome	Illumina MiSeq	4344	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213021/SRR22213021.sra	SRR22213021.sra	SRR22213021_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/021/SRR22213021/SRR22213021_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/021/SRR22213021/SRR22213021_1.fastq.gz	SRR22213021_1.fastq.gz	SRR22213021_Infant_gut_metagenome_1.fastq.gz
SRR22213021	Infant gut metagenome	Illumina MiSeq	4344	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213021/SRR22213021.sra	SRR22213021.sra	SRR22213021_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/021/SRR22213021/SRR22213021_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/021/SRR22213021/SRR22213021_2.fastq.gz	SRR22213021_2.fastq.gz	SRR22213021_Infant_gut_metagenome_2.fastq.gz
SRR22213018	Infant gut metagenome	Illumina MiSeq	3280	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213018/SRR22213018.sra	SRR22213018.sra	SRR22213018_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/018/SRR22213018/SRR22213018_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/018/SRR22213018/SRR22213018_1.fastq.gz	SRR22213018_1.fastq.gz	SRR22213018_Infant_gut_metagenome_1.fastq.gz
SRR22213018	Infant gut metagenome	Illumina MiSeq	3280	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213018/SRR22213018.sra	SRR22213018.sra	SRR22213018_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/018/SRR22213018/SRR22213018_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/018/SRR22213018/SRR22213018_2.fastq.gz	SRR22213018_2.fastq.gz	SRR22213018_Infant_gut_metagenome_2.fastq.gz
SRR22213019	Infant gut metagenome	Illumina MiSeq	155225	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213019/SRR22213019.sra	SRR22213019.sra	SRR22213019_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/019/SRR22213019/SRR22213019_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/019/SRR22213019/SRR22213019_1.fastq.gz	SRR22213019_1.fastq.gz	SRR22213019_Infant_gut_metagenome_1.fastq.gz
SRR22213019	Infant gut metagenome	Illumina MiSeq	155225	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213019/SRR22213019.sra	SRR22213019.sra	SRR22213019_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/019/SRR22213019/SRR22213019_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/019/SRR22213019/SRR22213019_2.fastq.gz	SRR22213019_2.fastq.gz	SRR22213019_Infant_gut_metagenome_2.fastq.gz
SRR22213015	Infant gut metagenome	Illumina MiSeq	4021	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213015/SRR22213015.sra	SRR22213015.sra	SRR22213015_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/015/SRR22213015/SRR22213015_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/015/SRR22213015/SRR22213015_1.fastq.gz	SRR22213015_1.fastq.gz	SRR22213015_Infant_gut_metagenome_1.fastq.gz
SRR22213015	Infant gut metagenome	Illumina MiSeq	4021	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213015/SRR22213015.sra	SRR22213015.sra	SRR22213015_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/015/SRR22213015/SRR22213015_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/015/SRR22213015/SRR22213015_2.fastq.gz	SRR22213015_2.fastq.gz	SRR22213015_Infant_gut_metagenome_2.fastq.gz
SRR22213011	Infant gut metagenome	Illumina MiSeq	6271	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213011/SRR22213011.sra	SRR22213011.sra	SRR22213011_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/011/SRR22213011/SRR22213011_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/011/SRR22213011/SRR22213011_1.fastq.gz	SRR22213011_1.fastq.gz	SRR22213011_Infant_gut_metagenome_1.fastq.gz
SRR22213011	Infant gut metagenome	Illumina MiSeq	6271	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213011/SRR22213011.sra	SRR22213011.sra	SRR22213011_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/011/SRR22213011/SRR22213011_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/011/SRR22213011/SRR22213011_2.fastq.gz	SRR22213011_2.fastq.gz	SRR22213011_Infant_gut_metagenome_2.fastq.gz
SRR22213005	Infant gut metagenome	Illumina MiSeq	97197	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213005/SRR22213005.sra	SRR22213005.sra	SRR22213005_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/005/SRR22213005/SRR22213005_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/005/SRR22213005/SRR22213005_1.fastq.gz	SRR22213005_1.fastq.gz	SRR22213005_Infant_gut_metagenome_1.fastq.gz
SRR22213005	Infant gut metagenome	Illumina MiSeq	97197	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213005/SRR22213005.sra	SRR22213005.sra	SRR22213005_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/005/SRR22213005/SRR22213005_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/005/SRR22213005/SRR22213005_2.fastq.gz	SRR22213005_2.fastq.gz	SRR22213005_Infant_gut_metagenome_2.fastq.gz
SRR22213008	Infant gut metagenome	Illumina MiSeq	7867	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213008/SRR22213008.sra	SRR22213008.sra	SRR22213008_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/008/SRR22213008/SRR22213008_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/008/SRR22213008/SRR22213008_1.fastq.gz	SRR22213008_1.fastq.gz	SRR22213008_Infant_gut_metagenome_1.fastq.gz
SRR22213008	Infant gut metagenome	Illumina MiSeq	7867	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213008/SRR22213008.sra	SRR22213008.sra	SRR22213008_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/008/SRR22213008/SRR22213008_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/008/SRR22213008/SRR22213008_2.fastq.gz	SRR22213008_2.fastq.gz	SRR22213008_Infant_gut_metagenome_2.fastq.gz
SRR22213004	Infant gut metagenome	Illumina MiSeq	9836	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213004/SRR22213004.sra	SRR22213004.sra	SRR22213004_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/004/SRR22213004/SRR22213004_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/004/SRR22213004/SRR22213004_1.fastq.gz	SRR22213004_1.fastq.gz	SRR22213004_Infant_gut_metagenome_1.fastq.gz
SRR22213004	Infant gut metagenome	Illumina MiSeq	9836	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213004/SRR22213004.sra	SRR22213004.sra	SRR22213004_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/004/SRR22213004/SRR22213004_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/004/SRR22213004/SRR22213004_2.fastq.gz	SRR22213004_2.fastq.gz	SRR22213004_Infant_gut_metagenome_2.fastq.gz
SRR22213003	Infant gut metagenome	Illumina MiSeq	2522	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213003/SRR22213003.sra	SRR22213003.sra	SRR22213003_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/003/SRR22213003/SRR22213003_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/003/SRR22213003/SRR22213003_1.fastq.gz	SRR22213003_1.fastq.gz	SRR22213003_Infant_gut_metagenome_1.fastq.gz
